,song_id,song,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo
4425,4425,Let It Go - DJ Boat Remix,0.753,0.649,3.0,0.0357,0.0583,0.00619,0.147,0.493,112.026
4426,4426,Good Times,0.405,0.994,2.0,0.0571,0.00258,0.395,0.596,0.627,156.955
4427,4427,Wild Wild West - Album Version - No Intro,0.846,0.659,10.0,0.0809,0.0615,0.0,0.297,0.622,107.014
4428,4428,Patches,0.406,0.254,9.0,0.029,0.902,1.47e-06,0.192,0.526,102.754
4429,4429,Adam's Song,0.514,0.771,0.0,0.0364,0.039,0.0,0.262,0.359,136.058
4430,4430,The Perfect Day,0.63,0.85,4.0,0.0345,0.263,0.000316,0.115,0.87,149.93
4431,4431,Let Me Love You,0.686,0.588,7.0,0.0554,0.178,0.0,0.0954,0.617,94.519
4432,4432,Everybody's Got To Learn Sometime,0.369,0.238,1.0,0.0269,0.554,0.0425,0.125,0.0578,73.899
4433,4433,You're The One That I Want,0.758,0.612,0.0,0.0598,0.281,0.00288,0.0954,0.822,106.945
4434,4434,Heavy Heart,0.7,0.35,0.0,0.0295,0.782,0.0,0.116,0.117,113.059
4435,4435,She's so High,0.537,0.84,9.0,0.0363,0.2,2.15e-06,0.0998,0.211,124.269
4436,4436,Sweet Talker,0.649,0.659,4.0,0.066,0.59,0.0,0.197,0.574,144.0
4437,4437,Someday Never Comes,0.69,0.367,11.0,0.0368,0.036,0.0,0.0774,0.324,136.945
4438,4438,Good Grief,0.73,0.758,1.0,0.0653,0.147,0.0,0.311,0.877,120.041
4439,4439,"You're Gonna Go Far, Kid",0.55,0.917,0.0,0.0638,0.00428,0.0,0.197,0.601,126.115
4440,4440,Nothing From Nothing,0.809,0.726,9.0,0.0274,0.575,0.235,0.18,0.92,102.779
4441,4441,Caught Out There,0.848,0.691,7.0,0.093,0.0512,0.00803,0.0723,0.922,92.996
4442,4442,Come As You Are,0.5,0.832,4.0,0.0325,8.36e-05,0.00655,0.0924,0.553,120.066
4443,4443,Magic,0.738,0.482,6.0,0.0402,0.0266,0.621,0.106,0.352,93.457
4444,4444,Sex On The Radio,0.548,0.815,9.0,0.0662,0.0985,0.0,0.0175,0.867,151.97
4445,4445,Just Lose It,0.94,0.633,8.0,0.0467,0.0581,4.04e-05,0.281,0.962,121.003
4446,4446,All the Lovers,0.599,0.721,0.0,0.0382,0.00285,0.164,0.115,0.512,120.048
4447,4447,Its A Miracle - Remastered 2012,0.752,0.733,1.0,0.0385,0.0682,0.0,0.0891,0.703,118.789
4448,4448,When Love Comes To Town,0.65,0.665,9.0,0.0372,0.0526,4.62e-06,0.13,0.593,115.51
4449,4449,Hand on Heart,0.616,0.547,9.0,0.0255,0.0121,0.0,0.0896,0.556,88.917
4450,4450,The Middle,0.753,0.657,7.0,0.0449,0.171,0.0,0.112,0.437,107.01
4451,4451,1993 (No Chill),0.848,0.566,8.0,0.0878,0.281,0.00816,0.051,0.723,100.051
4452,4452,Be Alright,0.553,0.586,11.0,0.0362,0.697,0.0,0.0813,0.443,126.684
4453,4453,These Boots Are Made For Walkin',0.74,0.392,9.0,0.0824,0.483,1.11e-06,0.0965,0.387,82.742
4454,4454,Virtual Insanity - Remastered,0.662,0.949,6.0,0.108,0.128,0.0,0.135,0.516,91.954
4455,4455,Our Song,0.595,0.759,11.0,0.0423,0.141,0.0,0.172,0.515,80.953
4456,4456,Can't Feel My Face,0.705,0.769,9.0,0.0425,0.113,0.0,0.105,0.583,107.949
4457,4457,The Best Disco In Town,0.53,0.936,8.0,0.223,0.137,0.0,0.315,0.658,120.955
4458,4458,All Star,0.731,0.867,11.0,0.032,0.0395,0.0,0.0861,0.776,104.019
4459,4459,Think About You,0.849,0.564,0.0,0.0656,0.0453,0.000309,0.216,0.789,109.043
4460,4460,Beat It,0.557,0.936,0.0,0.0681,0.0195,1.5e-06,0.305,0.841,149.954
4461,4461,Good Vibrations,0.709,0.985,1.0,0.0593,0.000968,0.347,0.0307,0.896,121.641
4462,4462,Telephone Line,0.467,0.367,9.0,0.0298,0.771,2.27e-05,0.0847,0.205,70.856
4463,4463,Kung Fu Fighting,0.737,0.855,11.0,0.0646,0.00475,1.67e-05,0.163,0.583,116.023
4464,4464,6 Words,0.496,0.726,5.0,0.0655,0.381,2.95e-05,0.136,0.37,115.302
4465,4465,Single Girl,0.621,0.429,10.0,0.0296,0.165,0.000155,0.0565,0.861,110.413
4466,4466,My Little Girl,0.665,0.71,11.0,0.0311,0.0688,0.00306,0.0899,0.805,129.555
4467,4467,Knock Three Times,0.777,0.581,1.0,0.0517,0.154,0.0,0.11,0.93,123.1
4468,4468,Over The Rainbow,0.367,0.183,3.0,0.0329,0.941,0.0125,0.12,0.413,87.54
4469,4469,Deeper Water,0.487,0.875,7.0,0.0301,0.000103,0.000483,0.0873,0.275,128.944
4470,4470,Shout Out to My Ex,0.774,0.739,0.0,0.0952,0.0316,5.95e-06,0.119,0.823,126.002
4471,4471,Hey Mama,0.86,0.866,4.0,0.232,0.104,1.42e-06,0.584,0.933,100.15
4472,4472,Sink the Bismark,0.679,0.565,3.0,0.0896,0.68,2.64e-05,0.0509,0.965,115.432
4473,4473,Right Back Where We Started From,0.714,0.922,4.0,0.0314,0.13,1.2e-05,0.167,0.908,145.506
4474,4474,Take Me To Church,0.566,0.664,4.0,0.0464,0.634,0.0,0.116,0.437,128.945
4475,4475,Slow,0.772,0.845,6.0,0.0468,0.0133,0.166,0.139,0.573,114.997
4476,4476,Bad Medicine,0.55,0.971,9.0,0.0353,0.0495,0.0,0.091,0.819,118.709
4477,4477,Let's Get Loud,0.82,0.937,5.0,0.0551,0.135,0.000128,0.35,0.906,130.993
4478,4478,Suck My Kiss,0.623,0.936,0.0,0.0528,0.000617,9.86e-05,0.269,0.705,101.514
4479,4479,Frozen Orange Juice,0.524,0.604,5.0,0.0415,0.0757,5.49e-06,0.438,0.517,119.494
4480,4480,Heart Of Glass - Special Mix,0.694,0.577,4.0,0.0308,0.015,0.00836,0.0853,0.845,114.478
4481,4481,Shape I'm In,0.694,0.618,7.0,0.0575,0.0411,2.42e-05,0.0659,0.737,101.004
4482,4482,Take on Me,0.573,0.902,6.0,0.054,0.018,0.00125,0.0928,0.876,84.412
4483,4483,Back Street Pick Up,0.728,0.837,11.0,0.0296,0.0941,5.34e-05,0.111,0.853,122.448
4484,4484,Let Me Think About It,0.762,0.754,0.0,0.046,0.00022,0.0665,0.146,0.715,129.026
4485,4485,My Name Is Jack - Mono Version,0.64,0.674,2.0,0.0387,0.305,0.0,0.195,0.591,98.173
4486,4486,You're Makin' Me High,0.853,0.563,10.0,0.0379,0.0118,2.12e-05,0.119,0.893,92.112
4487,4487,She Bangs - English Version,0.63,0.95,1.0,0.0806,0.000915,6.51e-06,0.373,0.858,143.866
4488,4488,November Rain,0.197,0.629,11.0,0.03,0.0165,0.279,0.125,0.221,79.495
4489,4489,"Sorry, Blame It On Me",0.695,0.647,7.0,0.283,0.247,4.05e-05,0.0755,0.57,176.031
4490,4490,Chase the Sun,0.583,0.776,9.0,0.0311,0.0161,0.0179,0.355,0.497,127.991
4491,4491,Without You,0.441,0.212,4.0,0.0287,0.556,5.52e-06,0.0578,0.124,65.311
4492,4492,Eye of the Tiger,0.817,0.599,0.0,0.0328,0.132,0.000311,0.0873,0.548,108.873
4493,4493,I Love Me,0.661,0.554,11.0,0.0543,0.00242,0.0,0.0698,0.686,150.033
4494,4494,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",0.653,0.809,0.0,0.0474,0.194,0.0,0.165,0.55,92.213
4495,4495,Hot Stuff,0.681,0.773,5.0,0.148,0.019,1.28e-06,0.11,0.429,119.961
4496,4496,Moon River,0.257,0.262,0.0,0.0332,0.91,0.00164,0.126,0.0811,90.652
4497,4497,Love Love Love,0.519,0.494,6.0,0.0263,0.188,0.0,0.159,0.243,99.909
4498,4498,Silence,0.52,0.761,4.0,0.0853,0.256,4.96e-06,0.17,0.286,141.971
4499,4499,Call Me,0.559,0.865,8.0,0.0365,0.398,7.09e-06,0.0388,0.925,162.736
4500,4500,About Damn Time,0.835,0.747,10.0,0.0622,0.101,0.0,0.355,0.713,108.975
4501,4501,From The Sea,0.582,0.939,8.0,0.0342,0.0628,4.49e-05,0.0855,0.273,130.023
4502,4502,Kids,0.451,0.931,9.0,0.0719,0.00076,0.0049,0.361,0.172,122.961
4503,4503,(Sittin' On) the Dock of the Bay,0.769,0.367,2.0,0.0312,0.684,1.62e-05,0.081,0.535,103.621
4504,4504,Do You Want to Dance - 2008 Remaster,0.396,0.416,7.0,0.0332,0.531,1.22e-05,0.0694,0.554,158.832
4505,4505,Sometimes Love Just Ain't Enough,0.561,0.553,10.0,0.0242,0.347,0.0,0.332,0.252,83.0
4506,4506,Mandy,0.308,0.464,10.0,0.0279,0.418,2.49e-06,0.143,0.318,103.734
4507,4507,What's New Pussycat?,0.392,0.453,2.0,0.171,0.752,0.0,0.115,0.574,183.92
4508,4508,Baby Baby,0.639,0.869,7.0,0.0311,0.00336,0.002,0.0576,0.562,133.033
4509,4509,Are You With Me - Radio Edit,0.762,0.609,5.0,0.0356,0.277,2.37e-05,0.12,0.388,121.022
4510,4510,Holiday,0.717,0.775,2.0,0.109,0.0222,0.000771,0.126,0.893,155.857
4511,4511,Bony Moronie,0.258,0.899,6.0,0.0615,0.0109,0.0,0.104,0.946,168.598
4512,4512,If You're Gone,0.544,0.659,9.0,0.0298,0.427,1.33e-06,0.126,0.361,109.933
4513,4513,Shout Shout (Knock Yourself Out),0.654,0.721,8.0,0.139,0.273,0.0,0.344,0.967,94.851
4514,4514,If You Could Read My Mind,0.609,0.88,3.0,0.0742,0.0405,0.0,0.284,0.389,126.981
4515,4515,Green River,0.702,0.772,9.0,0.0277,0.0312,0.00837,0.0809,0.973,141.694
4516,4516,65 Mustang,0.549,0.88,7.0,0.0489,0.00309,0.0,0.33,0.542,155.985
4517,4517,Lips Of An Angel,0.476,0.736,2.0,0.0343,0.0217,1.08e-06,0.203,0.251,129.084
4518,4518,Uptown Funk (feat. Bruno Mars),0.856,0.609,0.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988
4519,4519,UFO (Radio Edit),0.593,0.895,4.0,0.029,0.0166,0.00253,0.298,0.815,131.961
4520,4520,Magic,0.683,0.806,9.0,0.042,0.125,0.000548,0.191,0.962,118.032
4521,4521,Inside Out,0.691,0.789,1.0,0.0413,0.153,0.0,0.112,0.676,118.025
4522,4522,Don’t Feel Like Crying,0.749,0.814,5.0,0.0404,0.156,0.0,0.0673,0.715,119.964
4523,4523,I'm a Man,0.388,0.674,7.0,0.0721,0.0342,0.305,0.23,0.758,144.338
4524,4524,This Boys In Love,0.482,0.976,10.0,0.0412,0.00134,0.00275,0.344,0.886,122.96
4525,4525,Build Me Up Buttercup,0.659,0.513,0.0,0.0293,0.315,0.0,0.283,0.855,133.609
4526,4526,Rush Rush,0.706,0.44,4.0,0.0493,0.763,0.0,0.0958,0.395,90.012
4527,4527,Own This Club,0.754,0.812,10.0,0.101,0.189,0.0,0.135,0.857,124.981
4528,4528,The Lovecats,0.736,0.816,0.0,0.0812,0.498,0.0,0.409,0.963,91.868
4529,4529,I Need to Know,0.813,0.949,3.0,0.0336,0.486,9.75e-06,0.112,0.792,115.061
4530,4530,When I Need You,0.618,0.183,8.0,0.0431,0.831,6.23e-05,0.0935,0.16,109.75
4531,4531,Cinderella Rockefella,0.524,0.46,2.0,0.0317,0.279,0.0,0.0677,0.746,131.842
4532,4532,Jesus to a Child,0.534,0.415,1.0,0.0278,0.314,0.000365,0.0847,0.188,173.561
4533,4533,Two Hearts - 2016 Remaster,0.568,0.912,7.0,0.0366,0.297,0.0497,0.0717,0.729,155.546
4534,4534,Forever,0.672,0.819,11.0,0.0463,0.0362,0.000196,0.182,0.445,120.009
4535,4535,Some Kind of Bliss - Radio Edit,0.514,0.826,0.0,0.0268,0.00117,5.15e-05,0.194,0.638,105.037
4536,4536,Baby Boy,0.725,0.585,1.0,0.0607,0.119,0.0,0.0732,0.59,94.023
4537,4537,Sweet Sweet Love - Radio Edit,0.402,0.386,2.0,0.0563,0.248,5.34e-05,0.215,0.26,85.978
4538,4538,Shilo,0.489,0.762,0.0,0.0321,0.139,0.000405,0.0819,0.634,134.504
4539,4539,Wild World,0.48,0.542,0.0,0.0348,0.345,0.000609,0.113,0.567,152.853
4540,4540,she's all i wanna be,0.602,0.626,2.0,0.0396,0.0129,9.02e-06,0.144,0.619,160.118
4541,4541,Kiss Me More (feat. SZA),0.762,0.701,8.0,0.0286,0.235,0.000158,0.123,0.742,110.968
4542,4542,Who Says,0.584,0.509,2.0,0.0287,0.267,0.00252,0.36,0.367,90.457
4543,4543,"My Heart Will Go On - Love Theme from ""Titanic""",0.408,0.29,4.0,0.0308,0.728,2.56e-06,0.125,0.0394,98.808
4544,4544,This One's For The Girls,0.714,0.76,10.0,0.0523,0.0325,0.0,0.0794,0.718,100.027
4545,4545,Calendar Girl - Remastered,0.707,0.643,1.0,0.0303,0.456,0.0,0.281,0.875,123.476
4546,4546,Amie,0.553,0.449,9.0,0.0292,0.567,0.0,0.0892,0.423,88.788
4547,4547,Touch,0.78,0.651,7.0,0.0763,0.0432,0.000429,0.112,0.606,117.892
4548,4548,Let's Go,0.651,0.83,2.0,0.0316,0.00824,0.0429,0.0837,0.917,131.282
4549,4549,Take Me to Church,0.566,0.664,4.0,0.0464,0.634,0.0,0.116,0.437,128.945
4550,4550,What You Got - What U Got,0.685,0.841,7.0,0.114,0.0254,1.51e-06,0.31,0.813,82.008
4551,4551,Somebody To Love - Remastered 2011,0.406,0.698,8.0,0.0624,0.186,0.0,0.233,0.333,109.266
4552,4552,Enemy (with JID) - from the series Arcane League of Legends,0.728,0.783,11.0,0.266,0.237,0.0,0.434,0.555,77.011
4553,4553,Like I'm Gonna Lose You (feat. John Legend),0.63,0.53,0.0,0.0434,0.4,0.0,0.177,0.417,108.038
4554,4554,Funny Way Of Laughin’,0.555,0.437,4.0,0.0375,0.728,0.0,0.0959,0.614,146.517
4555,4555,That's When I Think of You,0.566,0.79,7.0,0.0342,0.00262,0.114,0.166,0.434,123.09
4556,4556,Evie Pt. 1 (Let Your Hair Hang Down),0.461,0.948,9.0,0.129,0.0317,0.000269,0.508,0.751,90.364
4557,4557,Walk Of Life,0.461,0.918,4.0,0.0959,0.405,0.00033,0.126,0.802,172.435
4558,4558,I Wanna Know,0.652,0.819,2.0,0.0338,0.0776,0.0,0.097,0.515,115.916
4559,4559,Floating Through Space,0.575,0.844,6.0,0.072,0.00172,0.0,0.114,0.277,104.914
4560,4560,Right Here Right Now,0.657,0.608,2.0,0.0287,0.0088,3.45e-06,0.103,0.723,106.862
4561,4561,Don't Dream It's Over,0.451,0.752,8.0,0.0412,0.00939,0.000202,0.0844,0.358,81.917
4562,4562,Mr. Blue Sky,0.388,0.338,10.0,0.0329,0.652,3.73e-06,0.248,0.478,177.765
4563,4563,Magic Fountain,0.392,0.837,4.0,0.0733,0.00144,0.126,0.108,0.11,125.258
4564,4564,Bad,0.802,0.869,8.0,0.0456,0.00712,0.241,0.0585,0.339,114.14
4565,4565,This Ain't a Love Song,0.458,0.905,0.0,0.0451,0.000431,0.0,0.378,0.553,176.667
4566,4566,Sunflower - Spider-Man: Into the Spider-Verse,0.755,0.522,2.0,0.0575,0.533,0.0,0.0685,0.925,89.96
4567,4567,Dancing in the Moonlight - 2001 Remix,0.74,0.849,10.0,0.026,0.0203,4.02e-06,0.346,0.949,118.977
4568,4568,Words,0.259,0.289,2.0,0.0285,0.14,0.0,0.162,0.246,80.326
4569,4569,Issues,0.683,0.427,8.0,0.0777,0.368,0.0,0.0604,0.426,113.634
4570,4570,"It's All Over Now, Baby Blue",0.714,0.769,5.0,0.0532,0.799,0.000822,0.126,0.599,123.043
4571,4571,Sugar,0.529,0.722,8.0,0.0418,0.00415,0.00155,0.207,0.47,97.006
4572,4572,On The Ground,0.311,0.607,1.0,0.11,0.0174,0.0,0.131,0.286,188.7
4573,4573,Coz I Luv You,0.436,0.72,2.0,0.109,0.145,0.000296,0.0937,0.897,126.4
4574,4574,Can I Get A Witness,0.631,0.879,9.0,0.032,0.186,0.000131,0.64,0.513,90.627
4575,4575,Against All Odds (Take A Look at Me Now) (feat. Westlife),0.496,0.503,1.0,0.0338,0.503,0.0,0.105,0.329,117.527
4576,4576,Crying In The Chapel,0.757,0.666,8.0,0.0295,0.143,2.8e-06,0.0592,0.951,119.986
4577,4577,You Keep Me Hangin On,0.686,0.682,7.0,0.033,0.0806,0.000155,0.14,0.708,123.44
4578,4578,The Horses,0.707,0.275,4.0,0.0328,0.13,0.0,0.066,0.195,93.988
4579,4579,Hard Times,0.695,0.818,5.0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965
4580,4580,Pass The Dutchie,0.799,0.409,7.0,0.101,0.442,0.0,0.286,0.966,149.745
4581,4581,The Lord's Prayer 1983,0.64,0.395,4.0,0.032,0.65,0.0408,0.248,0.633,124.164
4582,4582,You Could Be Mine,0.346,0.984,10.0,0.132,0.00842,0.377,0.338,0.302,150.847
4583,4583,Baby It's You,0.42,0.863,5.0,0.074,0.000956,0.00336,0.109,0.261,132.154
4584,4584,Somebody Dance with Me,0.682,0.988,6.0,0.0388,0.101,0.00105,0.14,0.649,124.051
4585,4585,Macarena Christmas - Joy Mix,0.701,0.559,1.0,0.0483,0.00312,0.0029,0.392,0.488,103.222
4586,4586,Total Eclipse of the Heart,0.428,0.644,8.0,0.0628,0.205,0.0,0.119,0.113,129.432
4587,4587,Dum Da Dum,0.967,0.976,7.0,0.0947,0.0732,4.38e-05,0.262,0.944,129.948
4588,4588,Up,0.864,0.803,11.0,0.245,0.0017,0.021,0.0488,0.805,166.053
4589,4589,Sometimes When We Touch,0.589,0.348,2.0,0.038,0.685,3.2e-06,0.0849,0.28,119.374
4590,4590,I Remember You,0.345,0.531,0.0,0.0305,0.00642,7.28e-06,0.14,0.49,176.302
4591,4591,Glory of Love,0.52,0.61,5.0,0.0282,0.0805,2.95e-06,0.276,0.329,144.983
4592,4592,Papa Don't Preach,0.833,0.934,5.0,0.0313,0.343,7.55e-06,0.0521,0.964,121.879
4593,4593,Build Me up Buttercup (Re-Recorded),0.707,0.814,0.0,0.0367,0.158,2.72e-06,0.106,0.922,132.062
4594,4594,Barbara Ann (Mono),0.537,0.54,6.0,0.0506,0.124,0.0,0.804,0.82,77.817
4595,4595,Love Lost,0.55,0.571,7.0,0.0338,0.0242,0.619,0.109,0.358,122.551
4596,4596,I Knew You Were Trouble.,0.622,0.469,3.0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019
4597,4597,Woman You're Breaking Me,0.496,0.559,2.0,0.0886,0.00921,0.232,0.13,0.675,135.591
4598,4598,Turn the Beat Around,0.735,0.804,6.0,0.0347,0.0145,0.0,0.0716,0.539,130.018
4599,4599,Good Lord,0.578,0.696,0.0,0.0392,0.00615,0.0,0.346,0.226,78.012
4600,4600,Twilight Zone,0.7,0.99,3.0,0.0499,0.0873,0.00211,0.151,0.77,127.884
4601,4601,Ernie (The Fastest Milkman in the West),0.493,0.665,7.0,0.27,0.675,0.0,0.253,0.738,105.376
4602,4602,Can We Dance,0.64,0.82,1.0,0.0464,0.00312,0.0,0.189,0.583,130.108
4603,4603,You've Lost That Lovin' Feelin',0.366,0.317,1.0,0.027,0.541,0.0,0.0865,0.398,94.108
4604,4604,Cotton Fields,0.732,0.292,9.0,0.0399,0.845,0.0,0.0885,0.6,135.188
4605,4605,Upgrade,0.782,0.587,9.0,0.0437,0.123,0.000539,0.152,0.648,98.029
4606,4606,Love Letters,0.567,0.218,6.0,0.0328,0.766,0.605,0.179,0.271,64.412
4607,4607,Working My Way Back to You,0.818,0.768,9.0,0.0482,0.289,4.73e-06,0.107,0.922,121.562
4608,4608,Broken-Hearted Girl,0.453,0.425,5.0,0.0325,0.495,0.0,0.254,0.144,83.413
4609,4609,Dragostea Din Tei - Original Romanian Version,0.812,0.969,0.0,0.0414,0.175,0.0,0.0705,0.667,130.094
4610,4610,Eyes Closed,0.793,0.52,11.0,0.0696,0.246,0.0,0.0878,0.309,107.014
4611,4611,Part 3 Into Paper Walls,0.243,0.73,2.0,0.0447,0.299,0.00117,0.0963,0.432,93.883
4612,4612,Steal My Sunshine,0.412,0.953,4.0,0.533,0.457,0.0,0.232,0.553,191.718
4613,4613,Firework,0.638,0.832,8.0,0.049,0.141,0.0,0.113,0.648,124.071
4614,4614,You Da One - Album Version (Edited),0.706,0.693,8.0,0.04,0.497,3.13e-05,0.145,0.859,127.085
4615,4615,Walking On A Dream,0.871,0.701,5.0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975
4616,4616,Love Me Warm And Tender,0.628,0.611,2.0,0.0449,0.495,0.0,0.41,0.796,108.872
4617,4617,Hurts So Good,0.785,0.737,9.0,0.0363,0.042,0.000107,0.108,0.971,125.447
4618,4618,Dare You To Move,0.426,0.881,4.0,0.0404,0.00573,0.0693,0.389,0.259,139.986
4619,4619,Personality,0.591,0.454,5.0,0.0322,0.744,0.0,0.0989,0.865,128.909
4620,4620,Radioactive,0.647,0.874,10.0,0.0462,0.0187,0.000173,0.27,0.543,125.026
4621,4621,Working Class Man,0.379,0.944,11.0,0.0947,0.0109,3.27e-05,0.158,0.389,138.309
4622,4622,Houdini,0.632,0.908,8.0,0.0458,0.00762,0.000172,0.167,0.764,110.024
4623,4623,Deja Vu (feat. Jay-Z),0.644,0.746,7.0,0.341,0.0071,1.22e-05,0.0743,0.355,105.253
4624,4624,Wisemen,0.633,0.701,10.0,0.0267,0.253,4.79e-05,0.165,0.634,151.892
4625,4625,It's Time,0.657,0.885,2.0,0.0344,0.0168,0.0,0.147,0.869,105.011
4626,4626,Welcome to My Life,0.421,0.858,1.0,0.0963,0.0134,0.0,0.067,0.491,173.255
4627,4627,Run,0.285,0.462,5.0,0.0291,0.428,5.61e-06,0.122,0.0923,142.365
4628,4628,A View to a Kill,0.706,0.814,1.0,0.0569,0.0159,0.0,0.262,0.778,125.472
4629,4629,Things Don't Seem - Remastered,0.326,0.867,11.0,0.0447,0.00707,3.27e-06,0.349,0.807,172.698
4630,4630,Light Surrounding You,0.394,0.637,3.0,0.0297,0.0616,0.0,0.2,0.143,164.026
4631,4631,Shine a Little Love,0.687,0.695,7.0,0.032,0.217,0.00806,0.0569,0.884,133.134
4632,4632,Undisclosed Desires,0.683,0.585,8.0,0.0323,0.00819,0.0162,0.0797,0.641,115.997
4633,4633,Confessions Part II,0.845,0.467,1.0,0.138,0.0586,0.0,0.0694,0.702,138.007
4634,4634,When You're Not Near,0.197,0.749,10.0,0.0389,0.709,0.000363,0.126,0.349,82.679
4635,4635,One More Time - Radio Edit [Short Radio Edit],0.648,0.671,2.0,0.104,0.0348,0.0,0.376,0.533,122.891
4636,4636,Good Times Roll,0.607,0.662,4.0,0.0278,0.0951,8.27e-05,0.125,0.629,107.643
4637,4637,The Power of Love,0.521,0.654,8.0,0.0401,0.452,6.12e-05,0.0984,0.125,139.071
4638,4638,Heaven,0.592,0.873,9.0,0.0275,0.0715,0.00982,0.142,0.516,122.011
4639,4639,You've Got The Love,0.574,0.694,6.0,0.0327,0.00481,0.0,0.102,0.401,109.85
4640,4640,Learn to Fly,0.439,0.931,11.0,0.0473,1.92e-05,1.21e-05,0.193,0.527,135.944
4641,4641,Father Figure - Remastered,0.689,0.333,3.0,0.0262,0.163,3.36e-05,0.0853,0.284,101.988
4642,4642,Frozen,0.591,0.736,1.0,0.0336,0.511,0.00304,0.179,0.29,108.011
4643,4643,Cousins,0.494,0.811,11.0,0.202,0.00122,0.0,0.0687,0.818,176.091
4644,4644,Katchi - Ofenbach vs. Nick Waterhouse,0.837,0.793,11.0,0.0567,0.0261,9.04e-05,0.0743,0.87,124.988
4645,4645,"Swan Song - From the Motion Picture ""Alita: Battle Angel""",0.588,0.821,5.0,0.216,0.00579,0.000275,0.208,0.509,188.098
4646,4646,Part Time Love,0.718,0.683,1.0,0.0378,0.0431,0.0,0.0889,0.835,137.893
4647,4647,All Right Now,0.786,0.469,2.0,0.105,0.00776,0.0,0.0834,0.8,119.929
4648,4648,Part Of Me,0.678,0.918,5.0,0.0355,0.000417,0.0,0.0744,0.769,130.028
4649,4649,Let Me Entertain You,0.478,0.965,10.0,0.0642,0.000169,0.00251,0.0854,0.347,125.152
4650,4650,One's On The Way - Single Version,0.667,0.281,1.0,0.0557,0.871,0.000111,0.0806,0.846,136.797
4651,4651,Poker Face,0.851,0.806,4.0,0.0787,0.118,1.64e-06,0.121,0.787,118.999
4652,4652,Standing On The Outside,0.389,0.959,9.0,0.0573,0.0113,0.000101,0.327,0.65,160.04
4653,4653,Disarm,0.515,0.426,4.0,0.0278,0.0482,0.737,0.121,0.195,129.3
4654,4654,The Way,0.646,0.882,6.0,0.0346,0.143,9.67e-06,0.335,0.908,120.837
4655,4655,No Rain,0.389,0.476,9.0,0.0316,0.619,5.09e-05,0.255,0.566,148.117
4656,4656,Own It (feat. Ed Sheeran & Burna Boy),0.817,0.781,7.0,0.112,0.00838,5.21e-06,0.123,0.359,104.0
4657,4657,Soul Revival,0.488,0.856,9.0,0.0358,0.00985,0.000169,0.091,0.676,131.73
4658,4658,Bon appétit,0.797,0.792,6.0,0.0607,0.111,7.88e-05,0.24,0.54,106.038
4659,4659,Video Killed The Radio Star,0.675,0.61,1.0,0.085,0.0852,0.0188,0.159,0.344,131.037
4660,4660,Only One,0.61,0.504,7.0,0.0325,0.0542,0.000806,0.399,0.0748,89.95
4661,4661,Ten Feet Tall,0.523,0.861,0.0,0.0644,0.0336,0.0,0.144,0.346,127.049
4662,4662,I Want You to Want Me,0.806,0.462,2.0,0.0298,0.78,0.0134,0.15,0.736,92.726
4663,4663,For You,0.729,0.673,7.0,0.0527,0.124,1.36e-05,0.312,0.546,127.36
4664,4664,Hero,0.555,0.638,7.0,0.0418,0.147,2.31e-05,0.107,0.149,151.933
4665,4665,Celestial,0.574,0.852,2.0,0.0397,0.0529,0.0,0.161,0.501,123.038
4666,4666,Slave To The Music,0.661,0.87,11.0,0.0365,0.000395,0.00315,0.332,0.973,131.013
4667,4667,My Heart Has A Mind Of Its Own,0.397,0.576,6.0,0.0389,0.742,1.67e-06,0.31,0.754,54.282
4668,4668,Blended Family (What You Do For Love) (feat. A$AP Rocky),0.721,0.518,9.0,0.0719,0.0658,0.000113,0.069,0.231,96.988
4669,4669,Ordinary Angels - 2014 Remaster,0.782,0.754,9.0,0.0626,0.0873,0.00942,0.139,0.789,96.985
4670,4670,Shut Up & Kiss Me,0.547,0.92,8.0,0.0406,0.000432,0.0,0.0616,0.813,144.95
4671,4671,Double Barrel,0.791,0.619,5.0,0.0777,0.195,0.000817,0.137,0.828,80.753
4672,4672,My Favourite Game,0.594,0.766,5.0,0.0327,0.000156,0.00345,0.086,0.453,143.482
4673,4673,Animal Rights - Radio Edit,0.831,0.845,11.0,0.0805,0.00112,0.00455,0.671,0.608,128.057
4674,4674,1999,0.866,0.73,5.0,0.0767,0.137,0.0,0.0843,0.625,118.523
4675,4675,Black or White - Single Version,0.741,0.894,4.0,0.0496,0.0814,0.0527,0.089,0.96,114.879
4676,4676,Unbreakable,0.599,0.524,1.0,0.13,0.157,0.0,0.238,0.43,83.013
4677,4677,Patches,0.639,0.544,4.0,0.141,0.617,0.0,0.479,0.793,80.844
4678,4678,Jet Black Heart,0.51,0.847,11.0,0.034,0.000158,0.0,0.085,0.551,153.941
4679,4679,Electric Feel,0.763,0.807,1.0,0.035,0.0714,0.28,0.348,0.559,103.038
4680,4680,Big Me,0.558,0.817,0.0,0.038,0.39,0.0,0.137,0.874,130.956
