,song_id,track_uri,track_name,artist,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,kmeans_labels
5362,5382,spotify:track:66s45uMhk7Y4z0xUgESdm3,Unwell - 2007 Remaster,Matchbox Twenty,0.442,0.793,0.0347,0.0456,0.0,0.328,0.437,80.985,9
5378,5398,spotify:track:6J2LdBN97cDWn0MLxYh9HB,July,Noah Cyrus,0.708,0.186,0.042,0.868,0.0,0.0779,0.322,72.541,9
5411,5431,spotify:track:4KtrE35pTuqwNc22QP58RT,Drop the Game,"Flume, Chet Faker",0.559,0.67,0.0474,0.592,0.000184,0.171,0.438,78.957,9
5421,5441,spotify:track:77aOp6RlPq5PnqewZ1akVh,Wonderland by Night (Wunderland bei Nacht),Bert Kaempfert,0.261,0.19,0.03,0.956,0.796,0.163,0.176,79.845,9
5428,5448,spotify:track:1sUTfgduT0WIQO8kXKXxLC,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Jon Bon Jovi,0.55,0.618,0.0307,0.0564,2.62e-05,0.0937,0.429,78.61,9
5459,5479,spotify:track:4tsN44eY9zuBDPEyGTWO3Q,I Can't Stop Loving You,Ray Charles,0.311,0.327,0.0349,0.785,0.0,0.295,0.359,79.326,9
5481,5501,spotify:track:4tyrRF6QhW7muNqwwXzLfp,Stay,Ronan Keating,0.618,0.37,0.0362,0.748,0.0,0.133,0.31,69.991,9
5502,5522,spotify:track:71CXzHYYOyNqgtVFpNdeCS,I'd Love You to Want Me,Lobo,0.431,0.543,0.0394,0.122,0.000123,0.0598,0.44,77.507,9
5509,5529,spotify:track:39HGBiY1Q2jMqDP1eY30V4,The Drugs Don't Work - Remastered 2004,The Verve,0.443,0.537,0.0259,0.206,0.0,0.132,0.194,77.46,9
5515,5535,spotify:track:0APYlBDN2CGNzXzKbzYlE7,The Greatest Show,Panic! At The Disco,0.546,0.839,0.0784,0.00546,0.0,0.382,0.491,77.009,9
5525,5545,spotify:track:7gtcp27cze07lru5sRcV4o,All I Ask Of You,"Sarah Brightman, Cliff Richard",0.209,0.247,0.0357,0.938,0.000834,0.11,0.204,82.354,9
5578,5599,spotify:track:7Aa1CtEVpPZ3VesEk7Z2Zc,Needle In A Haystack,The Twilights,0.631,0.812,0.0426,0.0764,2.88e-06,0.0693,0.939,82.329,9
5611,5632,spotify:track:7gLqsrsyEC4iJuQQEArjbP,Green,Alex Lloyd,0.402,0.647,0.0273,0.00299,0.0,0.13,0.363,79.941,9
5614,5635,spotify:track:4j7VcUsaYMeqe5lJ9gYyW7,This Guy's In Love (With You),The Reels,0.696,0.293,0.0324,0.668,0.000367,0.109,0.226,66.589,9
5618,5639,spotify:track:0dkL8m14x0wecbq04QfBKs,Fanfare for the Common Man - Single Edit,"Emerson\, Lake & Palmer",0.376,0.439,0.0313,0.415,0.832,0.132,0.262,74.461,9
5665,5686,spotify:track:58s4iqgXFzXhBndBkg2AaD,Spend My Life With You,"Eric Benét, Tamia, Kevin ""K.D."" Davis",0.583,0.435,0.0386,0.434,5.49e-05,0.102,0.292,72.01,9
5685,5706,spotify:track:2XWmbwp9FBAaFcSE9BLQzc,Help Me Make It Through The Night,Sammi Smith,0.559,0.35,0.0245,0.605,0.000443,0.102,0.413,78.035,9
5704,5725,spotify:track:7kyGvcO92A4qsfTib9soLV,If Tomorrow Never Comes,Ronan Keating,0.56,0.485,0.0272,0.359,0.0,0.0953,0.29,79.03,9
5721,5742,spotify:track:5UBtMSch1aLKlsgDz54Wfy,This Is My Song,Petula Clark,0.179,0.39,0.0336,0.725,0.0,0.13,0.399,65.921,9
5752,5773,spotify:track:2DjWsDGgL1xNbhnr7f6t5F,Baby Can I Hold You,Tracy Chapman,0.692,0.422,0.0333,0.0811,0.0,0.0848,0.468,74.375,9
5755,5776,spotify:track:3oYbe2YVDCOaHhtzY7JEHs,I'm Ready,AJR,0.601,0.877,0.106,0.0108,0.0,0.31,0.598,77.969,9
5757,5778,spotify:track:2jrsywnNPJiJRIP2u21hmD,Russian Roulette,Rihanna,0.39,0.473,0.0485,0.0492,0.0,0.115,0.293,77.277,9
5784,5805,spotify:track:4lAYMPLPFOovwTCmtTt9b5,I'm A Believer,Smash Mouth,0.549,0.981,0.059,0.0178,1.8e-06,0.438,0.873,82.331,9
5818,5839,spotify:track:4DYp1pEg6ebDJkChzvxjOi,The Legend Of Xanadu,"Dave Dee\, Dozy\, Beaky\, Mick & Tich",0.403,0.902,0.0498,0.0121,0.00857,0.0975,0.691,76.706,9
5845,5866,spotify:track:24mZHxxTvEpNUAmcY1o9vw,Joanne,"Michael Nesmith, The First National Band",0.408,0.28,0.0302,0.846,0.0,0.64,0.466,71.544,9
5850,5871,spotify:track:1jYiIOC5d6soxkJP81fxq2,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",0.599,0.667,0.0367,0.0533,0.0,0.134,0.817,80.984,9
5861,5882,spotify:track:2inb1KNU2bGIkldLsuDb83,Crying In the Chapel,Elvis Presley,0.255,0.193,0.0363,0.948,7.09e-06,0.343,0.164,70.536,9
5863,5884,spotify:track:1mP8BJQBRZWjSQLVmxQEyG,There'll Be Sad Songs (To Make You Cry),Billy Ocean,0.563,0.458,0.0305,0.748,0.0,0.103,0.259,79.738,9
5886,5907,spotify:track:6HksxcBzMVdT17aq1Q79Xe,My Friends,Red Hot Chili Peppers,0.439,0.709,0.026,0.00565,0.00152,0.131,0.319,81.331,9
5906,5928,spotify:track:2Bs4jQEGMycglOfWPBqrVG,Steal My Girl,One Direction,0.536,0.768,0.0347,0.00433,0.0,0.114,0.545,77.217,9
5925,5947,spotify:track:074Xt2DSblp5OOK6lYVuPS,Lovers Who Wander,Dion,0.37,0.461,0.055,0.273,0.0,0.189,0.736,73.358,9
5941,5963,spotify:track:3J90DxBYXJR2G60Hlro76Q,Butterfly,Matt Flinders,0.219,0.239,0.0297,0.854,0.596,0.0742,0.446,76.682,9
5946,5968,spotify:track:0OI7AFifLSoGzpb8bdBLLV,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly, X Ambassadors, Bebe Rexha",0.653,0.718,0.213,0.00413,0.0,0.0537,0.216,82.034,9
5970,5992,spotify:track:7wqSzGeodspE3V6RBD5W8L,See You Again (feat. Charlie Puth),"Wiz Khalifa, Charlie Puth",0.689,0.481,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,9
5978,6000,spotify:track:64ymP0l9Igq5ME7Qk7tqHa,Just A Little Bit Of Your Heart,Ariana Grande,0.44,0.323,0.0281,0.692,0.0,0.103,0.158,77.988,9
5985,6007,spotify:track:24WQvfKUCLKN1z0AcnNCc7,I Want to Wake Up With You,"Boris Gardiner, Rudy Thomas, Steven Stanley, Willie Lindo",0.712,0.323,0.0444,0.721,8.39e-06,0.112,0.73,81.527,9
5987,6009,spotify:track:5qmXgeIDa1lXB07pgAVlNM,Stickwitu,The Pussycat Dolls,0.548,0.554,0.0587,0.283,0.0,0.0708,0.382,79.918,9
6063,6087,spotify:track:4Q5CxuJ3d6G3iwE46yqMBf,You Can't Sit Down,The Dovells,0.613,0.875,0.231,0.122,0.0,0.322,0.963,82.071,9
6080,6104,spotify:track:4gAM42kOXFw9TJbSsRvWAj,Part Of The Union,Strawbs,0.623,0.725,0.0323,0.382,0.0,0.071,0.889,77.492,9
6096,6120,spotify:track:43DeSV93pJPT4lCZaWZ6b1,The Boys Are Back In Town,Thin Lizzy,0.445,0.706,0.0461,0.234,0.000252,0.205,0.768,80.823,9
6100,6124,spotify:track:5I0620xa6ecXZinsDUUcYF,The Belle of St. Mark,Sheila E.,0.612,0.806,0.0479,0.0319,1.44e-06,0.168,0.676,79.142,9
6121,6145,spotify:track:58zsLZPvfflaiIbNWoA22O,Human,Rag'n'Bone Man,0.602,0.707,0.302,0.393,0.0,0.165,0.554,75.087,9
6136,6160,spotify:track:2eiM9kila9dNq3Qxqe8VK4,Zebra,John Butler Trio,0.632,0.668,0.0611,0.229,0.102,0.132,0.734,77.944,9
6150,6174,spotify:track:1rPCgtaIF0CyKRgAwhtpbF,Adore,Amy Shark,0.592,0.438,0.0391,0.193,0.0,0.0564,0.259,67.445,9
6181,6206,spotify:track:3V6i8cMWu7Vd4Vk9BiUOiV,Monster Mash,"Bobby ""Boris"" Pickett, The Crypt-Kickers",0.68,0.608,0.342,0.383,0.0,0.387,0.696,69.796,9
6224,6249,spotify:track:6Ehu8vSEK1aaHbDn8TMTED,"Hopelessly Devoted To You - From ""Grease"" Original Motion Picture Soundtrack",Olivia Newton-John,0.276,0.344,0.0378,0.332,0.029,0.126,0.346,73.805,9
6225,6250,spotify:track:6jGnykaS6TkWp15utXSAeI,Come Away With Me,Norah Jones,0.436,0.141,0.0308,0.902,2.81e-06,0.126,0.146,76.64,9
6235,6260,spotify:track:4HWf1Ev76m09o29JVYHADr,Lullaby - Original Radio Edit,Shawn Mullins,0.594,0.874,0.0535,0.0113,0.000117,0.235,0.653,79.963,9
6245,6270,spotify:track:2RtmMC4btQbvQ9w5KxPZpy,Arizona,Mark Lindsay,0.479,0.453,0.0472,0.225,0.00038,0.143,0.756,81.18,9
6260,6286,spotify:track:2BQZvZsA9SRafvWEBSQnri,Anyone Who Had a Heart,Dionne Warwick,0.505,0.0477,0.0278,0.91,2.61e-06,0.0675,0.309,78.856,9
6279,6305,spotify:track:1cvMsDQoo9VISuZU9t4TlP,Stickwitu - Avant Mix,"The Pussycat Dolls, Avant",0.652,0.539,0.0392,0.289,0.0,0.0843,0.484,80.113,9
6313,6339,spotify:track:3CIyK1V4JEJkg02E4EJnDl,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, JID, Arcane, League of Legends",0.728,0.783,0.266,0.237,0.0,0.434,0.555,77.011,9
6323,6349,spotify:track:5SwibZfVhoLcjE0NVFUtLI,You're The Reason I'm Living,Bobby Darin,0.353,0.224,0.0268,0.813,0.0,0.17,0.348,72.901,9
6337,6363,spotify:track:5V53dAjgNInfXNlz2cryvd,Do You Remember,Jarryd James,0.669,0.302,0.0674,0.198,0.000345,0.115,0.299,71.988,9
6355,6381,spotify:track:6NVB6W7G3svCKe5zB7kY8q,Angel Of The Morning,Juice Newton,0.456,0.233,0.0255,0.433,6.42e-05,0.0538,0.424,75.174,9
6390,6416,spotify:track:45oIGEnIM1t8uzuZgxW6ZD,Don't Forget To Remember,Bee Gees,0.38,0.448,0.025,0.178,1.21e-06,0.315,0.494,82.374,9
6414,6441,spotify:track:6WgEqDFie58OzH5sgbDS4j,The Carnival Is Over - Mono; 2009 Remaster,The Seekers,0.386,0.493,0.0275,0.246,0.0,0.18,0.647,75.694,9
6418,6445,spotify:track:5Km6e8PWkwEPVKlifElIDB,Start Again,Conrad Sewell,0.553,0.343,0.0407,0.68,3.5e-06,0.122,0.216,66.543,9
6424,6451,spotify:track:7boKWlaNVmrhJdX8IbzUdD,Hard to Say I'm Sorry - 2007 Remaster,Chicago,0.551,0.416,0.0274,0.648,2.26e-06,0.312,0.255,72.174,9
6439,6466,spotify:track:0X6fWeGBZDks4SbLPy7nuB,Judy in Disguise (With Glasses),John Fred and His Playboy Band,0.638,0.818,0.132,0.0386,0.159,0.118,0.922,82.289,9
6447,6474,spotify:track:02MWAaffLxlfxAUY7c5dvx,Heat Waves,Glass Animals,0.761,0.525,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,9
6455,6482,spotify:track:1mwCSKK0YRDsgnj2VwyZSU,Butterfly Kisses,Bob Carlisle,0.386,0.364,0.032,0.541,0.0,0.347,0.104,81.895,9
6490,6518,spotify:track:1Up0tMGTc3FKasn7WMrioE,Songbird,Bernard Fanning,0.58,0.776,0.0273,0.102,0.000213,0.183,0.866,80.54,9
6577,6605,spotify:track:5Qo6MOsOF17eBe5kRuYRMi,Mama,Connie Francis,0.177,0.217,0.0341,0.889,5.57e-05,0.346,0.11,81.316,9
6585,6613,spotify:track:7aUuoq4oMfLxaLa5GVUDHi,Way down We Go,KALEO,0.59,0.578,0.0528,0.612,0.000162,0.0837,0.264,81.663,9
6602,6630,spotify:track:4O3HRDIBChh0quFPhfDXd1,Jump,Rihanna,0.656,0.824,0.229,0.221,0.00757,0.171,0.423,81.071,9
6611,6639,spotify:track:4ye6YRG07XMpZZ9Y9tNTt6,To Love Somebody,Michael Bolton,0.367,0.353,0.0288,0.335,0.0,0.1,0.282,74.103,9
6636,6664,spotify:track:32Ka9ZTXBza9SkOWRtiXBO,Candle,Guy Sebastian,0.401,0.585,0.0637,0.315,0.0,0.0801,0.425,67.355,9
6649,6677,spotify:track:6M1M6cRtVkm5d0qTzkSEuK,Run to You,Whitney Houston,0.368,0.364,0.0318,0.628,0.0,0.157,0.131,76.923,9
6685,6713,spotify:track:1fPYcrgm9wODvukYw46vcg,Only Want You (feat. 6LACK),"Rita Ora, 6LACK",0.671,0.547,0.0526,0.0574,1.55e-06,0.0855,0.336,82.034,9
6756,6785,spotify:track:1ezeinbhS1HhWzA8yQIzA7,Michelle,The Overlanders,0.528,0.507,0.0269,0.771,0.0,0.191,0.486,61.007,9
6775,6804,spotify:track:1xg1yGPy1Y3YUf44s6TB1o,"I'm Not a Girl, Not Yet a Woman",Britney Spears,0.534,0.543,0.0245,0.579,0.0,0.112,0.418,78.996,9
6786,6815,spotify:track:4jRJWlkCn3pAwezfqFODU3,For Your Eyes Only,Sheena Easton,0.244,0.44,0.0475,0.871,8.65e-05,0.372,0.113,82.02,9
6787,6816,spotify:track:63kd4m3VFxcJjPVVtbVNAu,"Hello, Dolly!",Louis Armstrong,0.0,0.405,0.0,0.842,0.00114,0.198,0.0,0.0,9
6813,6843,spotify:track:2lJOKQmXQ5yiRyCTE5FyDE,Tears In Heaven,Eric Clapton,0.705,0.324,0.0246,0.842,0.00386,0.201,0.494,79.051,9
6830,6860,spotify:track:7ghmZhLpmQe9nTluI1czmr,Say It,"Flume, Tove Lo",0.581,0.531,0.0322,0.0731,3.27e-06,0.0616,0.273,75.255,9
6832,6862,spotify:track:5DwfuDBJbNULiRSq2GZO4u,Take Good Care of Her,Adam Wade,0.219,0.328,0.0334,0.74,0.0,0.344,0.394,80.442,9
6850,6880,spotify:track:1Xi84slp6FryDSCbzq4UCD,Arcade,Duncan Laurence,0.45,0.329,0.0441,0.818,0.00109,0.135,0.266,71.884,9
6880,6910,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,Portugal. The Man,0.801,0.795,0.0504,0.0417,0.000113,0.0717,0.754,79.028,9
6882,6912,spotify:track:2sWRC12vYVTHjdTD2WOE4v,Days Of Wine And Roses - REMASTERED,Henry Mancini,0.246,0.171,0.0298,0.852,0.0,0.195,0.205,81.235,9
6883,6913,spotify:track:0qDUJiDCBIKn6n8km7KvUO,Je T'aime,Abigail,0.457,0.561,0.029,0.552,0.505,0.362,0.631,81.383,9
6884,6914,spotify:track:0fioLzGM8ngbD1w6fMmm45,I'm Not The Only One,Sam Smith,0.453,0.496,0.0453,0.554,2.65e-05,0.0772,0.501,80.994,9
6887,6917,spotify:track:1nLnpLXvl68RZCSjfkyiaa,Brain Stew,Green Day,0.559,0.543,0.302,0.00133,2e-05,0.0577,0.337,75.958,9
6892,6922,spotify:track:1lvpicn5ni5RLhJrPVunGm,I Don't Want To Be With Nobody But You (feat. Wendy Matthews),"Absent Friends, Wendy Matthews",0.539,0.502,0.0316,0.0367,0.0,0.103,0.466,80.639,9
6896,6926,spotify:track:3Ubzvmqs1Dp2y3zjpZ0W0l,Luv Your Life,Silverchair,0.366,0.472,0.0262,0.00762,0.00106,0.537,0.399,80.047,9
6905,6935,spotify:track:794pcMq18sBEsmwjRq0aOI,The World I Know,Collective Soul,0.514,0.704,0.0261,0.0515,0.00219,0.228,0.386,76.975,9
6917,6947,spotify:track:3mQ943gsF69OINypCuYpNT,"Show Me Heaven - From ""Days Of Thunder""",Maria McKee,0.501,0.43,0.0278,0.807,0.000765,0.445,0.374,80.317,9
6921,6951,spotify:track:2pp1JD85KtFxRz94efpQj8,I'll Be Gone,Spectrum,0.523,0.802,0.0984,0.194,7.93e-06,0.337,0.413,73.978,9
6933,6964,spotify:track:3QgsPdDBXZKrpa2iQndFnZ,You Make Me Feel Brand New,The Stylistics,0.454,0.336,0.0243,0.849,2.6e-05,0.102,0.203,75.589,9
6945,6976,spotify:track:6ezg5Mm5UEEi3Oqsbb7Cjn,"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)","DJ Khaled, Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future, Rick Ross",0.412,0.548,0.243,0.0173,0.0,0.181,0.176,81.293,9
6949,6980,spotify:track:1e1oPDrzCWHapxh9GD6vNw,Put Yourself in My Place,"Kylie Minogue, Ronin",0.564,0.81,0.0296,0.0176,0.475,0.155,0.713,76.958,9
6973,7004,spotify:track:32L05FkUrYfVlc0IwJ45ld,MONTERO (Call Me By Your Name),Lil Nas X,0.433,0.498,0.207,0.263,0.0,0.339,0.69,79.434,9
6998,7029,spotify:track:28V3IT1gGsuak0SvKzpqaU,What In The World’s Come Over You,Jack Scott,0.499,0.211,0.0327,0.763,5.95e-06,0.0888,0.486,76.74,9
7018,7049,spotify:track:4FTOpNYcGxnQdGNWSxIcio,Soldier (feat. T.I. & Lil' Wayne),"Destiny's Child, T.I., Lil Wayne",0.878,0.417,0.361,0.0444,0.0,0.0833,0.904,77.49,9
7035,7066,spotify:track:2TjnCxxQRYn56Ye8gkUKiW,Desperado - 2013 Remaster,Eagles,0.228,0.224,0.0311,0.946,0.000222,0.273,0.18,60.3,9
7041,7072,spotify:track:1lDo24S34NvI1pAg7Oxldc,The Name Of The Game,ABBA,0.656,0.565,0.0301,0.357,0.000192,0.0629,0.615,77.049,9
7062,7093,spotify:track:4QEbXYWpDDWHzXNINdZlzW,The Boys Are Back In Town,Thin Lizzy,0.36,0.851,0.0838,0.252,3.77e-06,0.0802,0.683,79.39,9
7070,7101,spotify:track:35ItUJlMtjOQW3SSiTCrrw,Crazy Little Thing Called Love - Remastered 2011,Queen,0.599,0.762,0.0423,0.714,4.43e-06,0.35,0.715,76.961,9
7080,7111,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,Justin Timberlake,0.624,0.654,0.183,0.577,0.0,0.104,0.564,73.898,9
7118,7149,spotify:track:4sj8qFcEDnRPNv3tBbUVUf,Me and Mrs. Jones,Billy Paul,0.303,0.555,0.0482,0.388,1.16e-06,0.468,0.447,67.322,9
7119,7150,spotify:track:6O0mqHE8b8zeHCAPpt3BnM,Reckless,Bernard Fanning,0.474,0.689,0.0529,0.348,1.61e-05,0.0957,0.207,76.253,9
7133,7164,spotify:track:5cwN1htZyoWqZCc33f3RfE,The High Road,Broken Bells,0.61,0.638,0.0238,0.0672,6.59e-06,0.283,0.603,79.955,9
7135,7166,spotify:track:2smFxko1zyj5QA7mWDTNIw,Tuff,Ace Cannon,0.409,0.02,0.0345,0.971,0.276,0.102,0.215,68.93,9
7168,7199,spotify:track:0eXb8Kgkm9UcMMQPIxk3wE,Girls Like You (feat. Cardi B),"Maroon 5, Cardi B",0.613,0.522,0.115,0.567,0.0,0.13,0.447,59.406,9
7201,7232,spotify:track:7v7FpQhlFzi4cSXlm0sePd,Let It Be,Labrinth,0.489,0.658,0.0649,0.236,0.0,0.0651,0.666,80.764,9
7209,7240,spotify:track:5AkBuGO6iMLxwGmjRj9PNU,One Great Mystery,Lady A,0.555,0.517,0.0251,0.37,0.0,0.233,0.465,77.022,9
7216,7247,spotify:track:1EB3Z38oKDKVp4K2yEO2dl,More Than Words Can Say,Alias,0.412,0.376,0.0289,0.609,0.00223,0.11,0.153,69.064,9
7218,7249,spotify:track:30Co9eN7JHPf1i2wEyVSMJ,Nothing Like Us,Justin Bieber,0.546,0.155,0.0428,0.987,6.02e-05,0.18,0.512,72.331,9
7269,7301,spotify:track:5g1rzUEyVFNr2i4ifEjlVN,Love Hurts - Single Edit,Nazareth,0.442,0.491,0.0246,0.00693,0.00491,0.114,0.125,79.954,9
7271,7303,spotify:track:4rr67zXmEYf9ykLigeEsbv,Don't Dream It's Over,Crowded House,0.439,0.422,0.0409,0.0148,4.84e-05,0.0697,0.551,81.833,9
7309,7341,spotify:track:1fiDe8sb2DMEU4JGPOIEB1,Don't Dream It's Over,Crowded House,0.443,0.732,0.0408,0.0246,2.09e-05,0.0675,0.489,80.769,9
7315,7347,spotify:track:6ToFxXRBtl5TJFEyIoYK3f,Mirrors - Radio Edit,Justin Timberlake,0.578,0.6,0.0455,0.144,0.0,0.426,0.646,76.999,9
7319,7351,spotify:track:2aIdVb8v9KTpEZnftkz2mD,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),"T-Pain, Yung Joc",0.451,0.55,0.262,0.0108,0.0,0.0737,0.594,80.001,9
7358,7390,spotify:track:6xdLJrVj4vIXwhuG8TMopk,Crazy Little Thing Called Love - Remastered 2011,Queen,0.599,0.761,0.0421,0.713,4.74e-06,0.349,0.712,77.015,9
7363,7395,spotify:track:1smChL3Aq1U9DZA83LuDtp,I Wanna Be Around...,Tony Bennett,0.498,0.266,0.0348,0.768,0.0,0.0828,0.376,69.601,9
7365,7397,spotify:track:7zndEhQgtSXQ0aWKq35ims,Head over Feet - 2015 Remaster,Alanis Morissette,0.482,0.808,0.065,0.0562,0.0,0.202,0.438,79.599,9
7371,7403,spotify:track:5W2XBZxuWp4FWgrD53WE2X,I Will Return,Springwater,0.0994,0.495,0.0346,0.896,0.887,0.0708,0.112,70.306,9
7377,7409,spotify:track:2N5Z5iUkZlSI0d5h1OdnJH,How To Be Lonely,Rita Ora,0.551,0.711,0.0525,0.0293,0.0,0.195,0.513,81.965,9
7439,7471,spotify:track:2ye824NM1m7Nc2UPXtwZjL,When I'm Gone,Eminem,0.515,0.74,0.363,0.0493,0.0,0.258,0.765,75.922,9
7462,7494,spotify:track:0ZSmRnXnP5fdANtVlCok1g,Look What You've Done,Jet,0.398,0.547,0.0261,0.414,0.00143,0.146,0.305,73.396,9
7474,7506,spotify:track:7gfh3jwjaSmGlB40uTMSeE,Reunited,Peaches & Herb,0.559,0.496,0.0262,0.851,0.00616,0.147,0.36,75.69,9
7476,7508,spotify:track:2dC0Rl8OfpULkMvagGUwPi,Cats In The Cradle,Ugly Kid Joe,0.386,0.466,0.0379,0.165,1.12e-05,0.0797,0.416,74.802,9
7494,7526,spotify:track:6gGboAhqHBqs5szVLobC41,God Only Knows,Michael Bublé,0.305,0.0307,0.0409,0.971,0.336,0.0985,0.282,75.427,9
7526,7558,spotify:track:3b4QImv0nTWtdAe63WtcAQ,If Tomorrow Never Comes,Ronan Keating,0.562,0.493,0.028,0.33,0.0,0.0928,0.251,79.062,9
7549,7581,spotify:track:2W2vmNmTLERMWT9XBxm35E,Diggin' On You,TLC,0.719,0.631,0.0451,0.0235,0.702,0.0686,0.456,80.127,9
7581,7613,spotify:track:4osg3vT6sXv6wNxm9Z6ucQ,Rehab,Amy Winehouse,0.434,0.872,0.0702,0.0473,1.83e-06,0.396,0.732,71.515,9
7585,7617,spotify:track:14IKLtPlsqWL077svIJYey,Stand Tall,Burton Cummings,0.463,0.396,0.0304,0.0243,7.23e-05,0.173,0.365,80.753,9
7587,7619,spotify:track:2L2dkUlRrPPaUHXawZ7HwG,Kings of the World,Mississippi,0.446,0.448,0.0321,0.0193,0.0,0.1,0.411,78.12,9
7598,7630,spotify:track:52EWTw5ALe9OnjgAxX3Luo,Terrible Love,Birdy,0.46,0.451,0.0252,0.497,4.91e-06,0.155,0.144,77.928,9
7601,7633,spotify:track:0zZHGbPRCbMSCZbSgmHQgg,The Fly,Chubby Checker,0.464,0.923,0.0495,0.195,0.0,0.104,0.844,77.482,9
7615,7648,spotify:track:5DeXQ3qADuDmqsosnZAK3o,I Want to Know What Love Is - 2008 Remaster,Foreigner,0.48,0.529,0.0275,0.17,4.27e-06,0.257,0.469,81.527,9
7619,7652,spotify:track:2QDO9sZ1qQn0NGMWPecYyo,Carry On (Her Letter To Him),Ne-Yo,0.496,0.453,0.0377,0.362,0.000372,0.108,0.221,81.762,9
7621,7654,spotify:track:0xgTmnbKX8mOjlyWqw1eEc,Candydrunk,Zeek Power,0.474,0.458,0.0315,0.454,0.0,0.18,0.216,75.851,9
7643,7676,spotify:track:4joiWvli4qJVEW6qZV2i2J,All My Loving - Remastered 2009,The Beatles,0.416,0.563,0.0298,0.207,0.0,0.343,0.9,77.56,9
7668,7702,spotify:track:1ng36571Iyov4HBxUClySn,Pepper,Butthole Surfers,0.631,0.804,0.166,0.00589,0.00116,0.16,0.671,79.898,9
7672,7706,spotify:track:63ORXJXw7BvMJfabDND9di,Angel of the Morning,Merrilee Rush,0.512,0.165,0.0261,0.526,0.0,0.161,0.332,81.059,9
7679,7713,spotify:track:3sbChGDwxtrPcVT2f5j2Pr,So Much In Love,The Tymes,0.537,0.493,0.0329,0.853,1.65e-05,0.407,0.475,75.576,9
7741,7776,spotify:track:7lQWRAjyhTpCWFC0jmclT4,Gangsta's Paradise,"Coolio, L.V.",0.647,0.514,0.0593,0.0655,0.0,0.398,0.387,79.974,9
7746,7781,spotify:track:0cJdSg34dnUSxSyFjBf703,Finger Poppin' Time,Hank Ballard & The Midnighters,0.491,0.591,0.0363,0.112,0.00564,0.19,0.686,78.009,9
7764,7799,spotify:track:3PGAgwFWnFCisvjb3rLyuh,Piece Of My Heart,Janis Joplin,0.482,0.883,0.0754,0.0891,0.00422,0.266,0.594,80.687,9
7788,7823,spotify:track:7HWetAoWK9qkFM575HONAY,Lonely (with benny blanco),"Justin Bieber, benny blanco",0.631,0.226,0.0396,0.879,0.0,0.115,0.0765,79.968,9
7793,7828,spotify:track:4FdOxPfpG8FLTCl41Ssh66,Four Walls,BROODS,0.511,0.638,0.046,0.226,0.0,0.0609,0.205,60.03,9
7795,7830,spotify:track:47DzE0bNSqWj4z3mrPU3gj,Aussie As,Matt Scullion,0.53,0.34,0.0279,0.574,1.92e-06,0.144,0.231,76.959,9
7805,7840,spotify:track:6vnDoUOHTiVB5DvX18tJon,Say It,"Flume, Tove Lo",0.597,0.531,0.0295,0.0685,3.72e-06,0.0617,0.271,74.938,9
7818,7853,spotify:track:52VIdyKqp1pJRSyUQaxKUA,Everything I Own,Bread,0.365,0.338,0.0322,0.735,0.0,0.104,0.446,79.241,9
7822,7857,spotify:track:6AL6Wbn1xA3R86vAvuiho5,Runaround Sue - Remastered 1991,Dion,0.544,0.567,0.0753,0.79,3.85e-06,0.363,0.559,78.227,9
7830,7865,spotify:track:6wmazwwzaTNFnKcyQFZsuq,Like Sister and Brother,The Drifters,0.563,0.665,0.0301,0.322,8.47e-06,0.468,0.732,81.092,9
7847,7882,spotify:track:4SxNSszQR7aK8WlRnemoYj,Songbird,Bernard Fanning,0.58,0.776,0.0273,0.102,0.000213,0.183,0.866,80.54,9
7879,7915,spotify:track:3CFRrpmTnGYi0JC7QDIxFP,Don't Lose My Number - 2016 Remaster,Phil Collins,0.581,0.833,0.0799,0.172,7.48e-05,0.0581,0.952,80.575,9
7891,7927,spotify:track:7DH5dXVuQaqcKf9oTy9oUN,He'll Have to Go,Jim Reeves,0.554,0.186,0.0379,0.909,0.00144,0.11,0.2,81.181,9
7911,7947,spotify:track:3cU2wBxuV6nFiuf6PJZNlC,Dear Future Husband,Meghan Trainor,0.655,0.782,0.185,0.375,0.0,0.317,0.832,79.427,9
7928,7965,spotify:track:3wU4yCN1LZ6dETM1SnRBXf,The Hucklebuck,Brendan Bowyer & The Royal Showband,0.565,0.932,0.0565,0.455,3.26e-06,0.439,0.972,79.093,9
